Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.executeAsForked",,,,,,,,,,,,,,,,,,,,,,,,,,,35,177,,,,18,,,,142,,,23,117,17,,,,60,165888,5,75,95,21,,,74,,,21,21,25,1,7,,,,,0,,3,0,,,0.12,21,21,25,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.executeInVM",,,,,,,,,,,,,,,,,,,,,,,,,,,15,88,,,,9,,,,73,,,10,55,6,,,,43,1024,3,32,47,9,,,38,,,14,14,15,1,2,,,,,0,,4,0,,,0.08,14,14,15,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.executeOrQueue",,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,,,,0,,,,22,,,7,14,10,,,,12,5,1,9,14,5,,,9,,,5,5,6,1,1,,,,,0,,4,0,,,0.45,5,5,6,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.getCommandline",,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,,,,0,,,,7,,,1,4,5,,,,4,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.71,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.getDefaultOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,3,,,1,1,6,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.getEnableTestListenerEvents",,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,7,,,2,4,4,,,,4,2,0,3,5,2,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.57,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.getIndividualTests",,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,0,,,,10,,,4,7,7,,,,6,2,0,8,10,5,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,0.70,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.getOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,0,,,,13,,,5,9,8,,,,8,3,0,7,10,5,,,5,,,3,3,3,1,1,,,,,0,,2,0,,,0.62,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleErrorFlush",,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,0,,,,10,,,1,6,7,,,,2,3,0,3,6,1,,,5,,,3,3,3,1,1,,,,,0,,2,0,,,0.70,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleErrorOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,0,,,,10,,,1,6,7,,,,2,3,0,3,6,1,,,5,,,3,3,3,1,1,,,,,0,,2,0,,,0.70,3,3,3,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleFlush",,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,0,,,,10,,,1,6,7,,,,2,3,0,3,6,1,,,5,,,3,3,3,1,1,,,,,0,,2,0,,,0.70,3,3,3,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleInput",,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,0,,,,8,,,2,4,14,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1.75,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.handleOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,6,21,,,,0,,,,14,,,1,9,7,,,,4,6,1,4,9,1,,,8,,,5,5,5,1,2,,,,,0,,2,0,,,0.50,5,5,5,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.init",,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,0,,,,8,,,1,6,7,,,,6,1,0,6,7,1,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.88,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.logTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,4,,,2,1,6,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.logVmCrash",,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,7,,,1,5,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.logVmExit",,,,,,,,,,,,,,,,,,,,,,,,,,,13,61,,,,2,,,,52,,,9,35,7,,,,21,288,2,20,33,7,,,26,,,12,12,12,1,2,,,,,0,,6,0,,,0.13,12,12,12,1
Private Static Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.maybeStripJarAndClass",,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,3,5,0,,,,6,2,0,4,6,3,,,3,,,3,3,3,1,0,,,,,0,,1,0,,,0.00,3,3,3,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.mergeFormatters",,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,7,,,3,5,5,,,,5,1,0,5,6,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.71,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.preConfigure",,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,,,,0,,,,12,,,1,8,8,,,,6,4,1,6,9,1,,,8,,,3,3,3,1,0,,,,,0,,1,0,,,0.67,3,3,3,1
Private Static Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.printDual",,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,2,2,0,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.printlnDual",,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,2,3,0,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setCloneVm",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setDir",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,3,,,1,1,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setEnableTestListenerEvents",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,3,,,1,1,10,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setErrorProperty",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setFailureProperty",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setFiltertrace",,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,0,,,,3,,,1,1,12,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,4.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setFork",,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,3,,,1,1,13,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,4.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setForkMode",,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,,,,0,,,,3,,,1,1,19,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,6.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setHaltonerror",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,3,,,1,1,10,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setHaltonfailure",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setIncludeantruntime",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,3,,,1,1,6,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setJvm",,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,3,,,1,1,10,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setLogFailedTests",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,3,,,1,1,6,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setMaxmemory",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,3,,,1,1,7,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setNewenvironment",,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,3,,,1,1,8,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setOutputToFormatters",,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,3,,,1,1,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setPrintsummary",,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,4,,,1,2,12,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setReloading",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,0,,,,3,,,1,1,5,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setShowOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,0,,,,3,,,1,1,13,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,4.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setTempdir",,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,0,,,,9,,,1,5,6,,,,5,3,0,2,5,1,,,4,,,3,3,4,1,0,,,,,0,,2,0,,,0.67,3,3,4,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,0,,,,3,,,1,1,11,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setupJUnitDelegate",,,,,,,,,,,,,,,,,,,,,,,,,,,6,39,,,,0,,,,32,,,4,27,7,,,,10,3,0,9,13,5,,,8,,,3,3,3,1,1,,,,,0,,1,0,,,0.22,3,3,3,1
Anonymous Class,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setupJUnitDelegate.(Anon_1)",1,1,1,1,16,0,16,0,1,3,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,17,,,,0,,,,17,,,0,16,0,,,,,,,1,2,1,,,1,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.setupJUnitDelegate.(Anon_1).run",,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,0,,,,16,,,0,15,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Static Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.urlEquals",,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,9,,,3,6,5,,,,5,2,0,4,6,3,,,3,,,2,2,3,1,1,,,,,0,,1,0,,,0.56,2,2,3,1
Private Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTask.validateTestName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,6,,,1,3,7,,,,3,2,0,1,3,1,,,2,,,2,2,4,1,0,,,,,0,,1,0,,,1.17,2,2,4,1
Public Interface,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror",0,0,0,0,0,0,0,0,0,5,5,1,,0,0,,,,3,0,3,3,3,0,0,0,,149,,,,22,,,,30,,,26,4,97,,,,,,,18,22,22,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,3.23,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitResultFormatterMirror",0,0,0,0,0,0,0,0,0,0,0,2,,0,0,,,,1,0,1,1,1,0,0,0,,7,,,,0,,,,3,,,2,0,4,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,1.33,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitResultFormatterMirror.setOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,1,,,1,0,4,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror",0,0,0,0,0,0,0,0,0,2,2,1,,0,0,,,,9,4,9,9,9,0,0,0,,93,,,,14,,,,15,,,14,4,64,,,,,,,13,14,14,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,4.27,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.addFormatter",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,1,,,1,0,4,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.getRetCode",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.handleErrorFlush",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.handleErrorOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.handleFlush",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.handleInput",,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,1,,,1,0,11,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,11.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.handleOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,1,,,1,0,5,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.run",,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,0,,,,1,,,1,0,1,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,1.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.JUnitTestRunnerMirror.setPermissions",,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,1,,,1,0,4,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Interface,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.SummaryJUnitResultFormatterMirror",0,0,0,0,0,0,0,0,1,0,0,1,,0,0,,,,1,0,1,2,1,0,0,0,,9,,,,1,,,,4,,,3,0,4,,,,,,,1,2,2,,,0,,,,,,,,0,0,0,0,,1,0,,0,0,1.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.SummaryJUnitResultFormatterMirror.setWithOutAndErr",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,1,,,1,0,4,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.addVmExit",,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,2,,,2,0,9,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.50,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.newJUnitTestRunner",,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,0,,,,3,,,3,0,12,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror.newSummaryJUnitResultFormatter",,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,1,,,1,0,4,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Class,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl",1,1,1,1,8,0,5,2,2,10,10,0,,0,0,,,,4,1,4,4,0,0,0,4,,81,,,,13,,,,51,,,22,19,17,,,,,,,22,34,18,,,16,,,,,,,,1,1,1,1,,1,0,,75,75,0.33,4,4,4,4
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.JUnitTaskMirrorImpl",,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Static Class,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest",1,1,1,1,3,0,3,0,1,1,1,0,,0,0,,,,6,3,6,6,2,0,0,4,,32,,,,7,,,,25,,,10,8,0,,,,,,,11,18,10,,,8,,,,,,,,1,1,1,1,,2,0,,55,55,0.00,6,6,6,6
Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.VmExitErrorTest",,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,1,3,0,,,,4,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.countTestCases",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.getClassName",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.getName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.run",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.VmExitErrorTest.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.addVmExit",,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,0,,,,10,,,4,7,4,,,,6,1,0,7,8,3,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,0.40,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.newJUnitTestRunner",,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,0,,,,7,,,4,2,1,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.14,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl.newSummaryJUnitResultFormatter",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,3,,,1,1,1,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest",2,2,2,1,14,0,8,5,2,4,4,0,,1,0,,,,26,10,27,48,6,0,0,21,,447,,,,38,,,,227,,,56,144,182,,,,,,,109,164,58,,,106,,,,,,,,23,19,23,1,,2,3,,87,85,0.80,61,57,65,27
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.JUnitTest",,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.JUnitTest",,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,2,,,1,0,1,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.JUnitTest",,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,4,,,2,1,7,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.75,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.JUnitTest",,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,,,,0,,,,9,,,2,6,9,,,,8,1,0,6,7,1,,,6,,,2,2,2,1,0,,,,,0,,0,0,,,1.00,2,2,2,1
Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.addFormattersTo",,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,6,,,2,3,3,,,,3,2,0,4,6,3,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.50,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.JUnitTest.clone",,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,0,,,,10,,,2,7,5,,,,4,2,0,5,7,2,,,5,,,3,3,3,1,1,,,,,0,,1,0,,,0.50,3,3,3,1
