validateConfiguration: SimpleAuthority.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:28
ringIterator: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:45
deserializeAvro: DefsTable.java: src.java.org.apache.cassandra.db Diff:147
toThrift: CFMetaData.java: src.java.org.apache.cassandra.config Diff:1
columnFromAvro: Avro.java: src.java.org.apache.cassandra.config Diff:65
getPhiConvictThreshold: FailureDetector.java: src.java.org.apache.cassandra.gms Diff:17
add: EstimatedHistogram.java: src.java.org.apache.cassandra.utils Diff:1
getClass: AbstractReplicationStrategy.java: src.java.org.apache.cassandra.locator Diff:15
getPendingMessages: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:2
resolve: RangeSliceResponseResolver.java: src.java.org.apache.cassandra.service Diff:18
checkAccess: CreateIndexStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:3
register: WeightedQueue.java: src.java.org.apache.cassandra.scheduler Diff:1
getRecordWriter: ColumnFamilyOutputFormat.java: src.java.org.apache.cassandra.hadoop Diff:2
sendRR: MessagingService.java: src.java.org.apache.cassandra.net Diff:23
getData: RowDigestResolver.java: src.java.org.apache.cassandra.service Diff:4
updateDigest: CounterContext.java: src.java.org.apache.cassandra.db.context Diff:27
checkAccess: DropKeyspaceStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:1
clone: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:20
validateKeyspaceNotSystem: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:34
getMessage: RangeSliceCommand.java: src.java.org.apache.cassandra.db Diff:1
components: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:4
close: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:1
toString: BytesToken.java: src.java.org.apache.cassandra.dht Diff:1
setInputRange: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:10
deleteWithConfirm: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:1
convict: MessagingService.java: src.java.org.apache.cassandra.net Diff:2
getFilter: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:5
isCapExceeded: CommitLogAllocator.java: src.java.org.apache.cassandra.db.commitlog Diff:22
scheduleAllDeliveries: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:96
getCachePath: AutoSavingCache.java: src.java.org.apache.cassandra.cache Diff:1
calculateNaturalEndpoints: LocalStrategy.java: src.java.org.apache.cassandra.locator Diff:2
flush: Table.java: src.java.org.apache.cassandra.db Diff:81
calculateStreamAndFetchRanges: StorageService.java: src.java.org.apache.cassandra.service Diff:562
setupKeyspace: WordCountSetup.java: examples.hadoop_word_count.src Diff:37
isSetTimestamp: BatchStatement.java: src.java.org.apache.cassandra.cql Diff:2
getCompactionThroughputMbPerSec: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
applyToCFMetadata: CFPropDefs.java: src.java.org.apache.cassandra.cql3 Diff:42
getRangeSlice: Util.java: test.unit.org.apache.cassandra Diff:12
key: WriteResponse.java: src.java.org.apache.cassandra.db Diff:4
removeDeletedAndOldShards: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:8
describe_token_map: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:142
startServer: CassandraDaemon.java: src.java.org.apache.cassandra.thrift Diff:1
setPendingRanges: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:24
getPos: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:27
getNormalAndBootstrappingTokenToEndpointMap: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:99
getRecentRangeLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:281
getView: DataTracker.java: src.java.org.apache.cassandra.db Diff:5
makeNewKeyspaceDefinition: DefsTable.java: src.java.org.apache.cassandra.db Diff:142
merge: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:14
addColumn: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:3
compareTo: RowCacheKey.java: src.java.org.apache.cassandra.cache Diff:3
maybeTrim: SliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:14
getLiveSize: Memtable.java: src.java.org.apache.cassandra.db Diff:1
handleSnapshots: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:115
sortedTokens: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:17
fromFilename: Descriptor.java: src.java.org.apache.cassandra.io.sstable Diff:8
build: SecondaryIndexBuilder.java: src.java.org.apache.cassandra.db.index Diff:5
performMaximal: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:18
getNaturalEndpoints: StorageService.java: src.java.org.apache.cassandra.service Diff:356
fromString: IntegerType.java: src.java.org.apache.cassandra.db.marshal Diff:7
validateRange: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:17
getSegment: MmappedSegmentedFile.java: src.java.org.apache.cassandra.io.util Diff:3
run: CqlInserter.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:36
getHashBuckets: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:4
decompose: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:9
getSubColumnName: CliClient.java: src.java.org.apache.cassandra.cli Diff:229
toString: Term.java: src.java.org.apache.cassandra.cql3 Diff:7
toString: ColumnFamilySplit.java: src.java.org.apache.cassandra.hadoop Diff:5
retainAll: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:4
getRpcMinThreads: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getMessages: AbstractRowResolver.java: src.java.org.apache.cassandra.service Diff:10
getRangeOperations: StorageProxy.java: src.java.org.apache.cassandra.service Diff:277
getSplits: StorageService.java: src.java.org.apache.cassandra.service Diff:367
unregister: Gossiper.java: src.java.org.apache.cassandra.gms Diff:2
isDeadState: Gossiper.java: src.java.org.apache.cassandra.gms Diff:158
getShortLength: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:2
validate: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:83
addSavedEndpoint: Gossiper.java: src.java.org.apache.cassandra.gms Diff:206
checkAccess: ModificationStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:3
getDatacenter: GossipingPropertyFileSnitch.java: src.java.org.apache.cassandra.locator Diff:9
resetVersion: Gossiper.java: src.java.org.apache.cassandra.gms Diff:6
run: CqlCounterGetter.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:28
getMaxRowSize: DataTracker.java: src.java.org.apache.cassandra.db Diff:19
createAllDirectories: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:67
addAll: CounterMutation.java: src.java.org.apache.cassandra.db Diff:12
doVerb: GossipDigestAckVerbHandler.java: src.java.org.apache.cassandra.gms Diff:19
localCopy: CounterUpdateColumn.java: src.java.org.apache.cassandra.db Diff:11
dirtyString: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:10
getTotalLatencyMicros: WeightedQueue.java: src.java.org.apache.cassandra.scheduler Diff:1
estimateRowsFromIndex: SSTable.java: src.java.org.apache.cassandra.io.sstable Diff:29
waitingFor: ReadCallback.java: src.java.org.apache.cassandra.service Diff:23
validateColumnOrSuperColumn: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:12
mergeAndRemoveOldShards: CounterColumn.java: src.java.org.apache.cassandra.db Diff:42
submitRepairSession: AntiEntropyService.java: src.java.org.apache.cassandra.service Diff:1
write: EchoedRow.java: src.java.org.apache.cassandra.db Diff:1
toString: LeveledManifest.java: src.java.org.apache.cassandra.db.compaction Diff:8
writeRow: SSTableSimpleWriter.java: src.java.org.apache.cassandra.io.sstable Diff:2
cloneMe: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:2
serializationFlags: CounterColumn.java: src.java.org.apache.cassandra.db Diff:34
get_range_slices: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:111
compose: JdbcUTF8.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
getMaxLiveColumns: RepairCallback.java: src.java.org.apache.cassandra.service Diff:4
getReverseSortedColumns: ThreadSafeSortedColumns.java: src.java.org.apache.cassandra.db Diff:12
addLeavingEndpoint: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:15
getFilter: BloomFilter.java: src.java.org.apache.cassandra.utils Diff:4
readShort: AbstractDataInput.java: src.java.org.apache.cassandra.io.util Diff:7
getRpcServerType: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
getSavedToken: SystemTable.java: src.java.org.apache.cassandra.db Diff:103
indexExpressionsFromString: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:169
createDirectory: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:4
columnNameAsBytes: CliClient.java: src.java.org.apache.cassandra.cli Diff:213
get: CFDefinition.java: src.java.org.apache.cassandra.cql3 Diff:6
connectAttempt: FileStreamTask.java: src.java.org.apache.cassandra.streaming Diff:38
getVersion: Gossiper.java: src.java.org.apache.cassandra.gms Diff:7
releaseReferences: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:133
getPropertyInt: CreateColumnFamilyStatement.java: src.java.org.apache.cassandra.cql Diff:35
get: MergeIterator.java: src.java.org.apache.cassandra.utils Diff:1
addReadCommandFromColumnFamily: CounterMutation.java: src.java.org.apache.cassandra.db Diff:5
getColumnSerializer: CFMetaData.java: src.java.org.apache.cassandra.config Diff:22
getRecentBloomFilterFalsePositives: DataTracker.java: src.java.org.apache.cassandra.db Diff:21
validateColumnData: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:20
cfFromAvro: Avro.java: src.java.org.apache.cassandra.config Diff:60
removeDeleted: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:80
handleStateNormal: StorageService.java: src.java.org.apache.cassandra.service Diff:181
serialize: BloomFilterSerializer.java: src.java.org.apache.cassandra.utils Diff:5
toString: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:41
getDynamicBadnessThreshold: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
deleteRecursive: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:1
columnsInOrder: SelectStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:82
getColumnFamilies: RowMutation.java: src.java.org.apache.cassandra.db Diff:2
requestGC: StorageService.java: src.java.org.apache.cassandra.service Diff:456
getLevelSize: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:1
getComparator: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:2
generateKey: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:12
writeAttr: CliClient.java: src.java.org.apache.cassandra.cli Diff:139
getJobTrackerAddress: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:67
getMemtableDataSize: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:108
doVerb: TruncateVerbHandler.java: src.java.org.apache.cassandra.db Diff:16
createConnection: ClientOnlyExample.java: examples.client_only.src Diff:30
gossiperStarting: GossipingPropertyFileSnitch.java: src.java.org.apache.cassandra.locator Diff:13
internOrCopy: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:198
forceFlush: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:75
getServerSocket: MessagingService.java: src.java.org.apache.cassandra.net Diff:17
makeWriteResponseMessage: WriteResponse.java: src.java.org.apache.cassandra.db Diff:4
useRandomGenerator: Session.java: tools.stress.src.org.apache.cassandra.stress Diff:3
timestampOfLastDelete: CounterColumn.java: src.java.org.apache.cassandra.db Diff:3
all: Table.java: src.java.org.apache.cassandra.db Diff:81
invalidateKeyCache: CacheService.java: src.java.org.apache.cassandra.service Diff:25
getIndexKeyFor: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:38
arrayCopy: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:24
getPrimaryRangeForEndpoint: StorageService.java: src.java.org.apache.cassandra.service Diff:340
describe_version: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:140
getMinSSTableSize: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:36
printCompactionStats: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:70
initKeyCache: CacheService.java: src.java.org.apache.cassandra.service Diff:5
maybeAddEntry: IndexSummary.java: src.java.org.apache.cassandra.io.sstable Diff:1
getString: JdbcDate.java: src.java.org.apache.cassandra.cql.jdbc Diff:3
performAllSSTableOperation: CompactionManager.java: src.java.org.apache.cassandra.db.compaction Diff:20
relativeToAbsolutePath: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:113
mergeRemoteSchema: DefsTable.java: src.java.org.apache.cassandra.db Diff:32
indexExpressionsToString: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:167
deserializeColumnFamilies: KSMetaData.java: src.java.org.apache.cassandra.config Diff:41
create: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:1
decompressChunk: CompressedRandomAccessReader.java: src.java.org.apache.cassandra.io.compress Diff:9
createCompressor: CompressionParameters.java: src.java.org.apache.cassandra.io.compress Diff:14
getBytes: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:7
createConnection: WordCountSetup.java: examples.hadoop_word_count.src Diff:42
getMutations: BatchStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:24
err: NodeCmd.java: src.java.org.apache.cassandra.tools Diff:111
hasUnreclaimedSpace: StorageService.java: src.java.org.apache.cassandra.service Diff:456
close: SimpleSliceReader.java: src.java.org.apache.cassandra.db.columniterator Diff:6
equals: Term.java: src.java.org.apache.cassandra.cql Diff:4
update: PrecompactedRow.java: src.java.org.apache.cassandra.db.compaction Diff:26
maxColumns: ExtendedFilter.java: src.java.org.apache.cassandra.db.filter Diff:1
response: DatacenterWriteResponseHandler.java: src.java.org.apache.cassandra.service Diff:7
getArchivingSegmentNames: CommitLog.java: src.java.org.apache.cassandra.db.commitlog Diff:30
gcBefore: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:116
advertiseTokenRemoved: Gossiper.java: src.java.org.apache.cassandra.gms Diff:51
midpoint: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:7
hashCode: ExpiringColumn.java: src.java.org.apache.cassandra.db Diff:14
isCompatibleWith: DynamicCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:30
range: Util.java: test.unit.org.apache.cassandra Diff:9
markCFDirty: CommitLogSegment.java: src.java.org.apache.cassandra.db.commitlog Diff:2
applyIndexUpdates: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:68
deleteColumnOrSuperColumn: RowMutation.java: src.java.org.apache.cassandra.db Diff:41
validateOptions: OldNetworkTopologyStrategy.java: src.java.org.apache.cassandra.locator Diff:40
copy: SliceFromReadCommand.java: src.java.org.apache.cassandra.db Diff:2
getTokenFactory: OrderPreservingPartitioner.java: src.java.org.apache.cassandra.dht Diff:4
getResponse: ReadVerbHandler.java: src.java.org.apache.cassandra.db Diff:23
serializeCFInfo: ColumnFamilySerializer.java: src.java.org.apache.cassandra.db Diff:3
addExpireTimeIfFound: StorageService.java: src.java.org.apache.cassandra.service Diff:196
columnValueAsBytes: CliClient.java: src.java.org.apache.cassandra.cli Diff:205
isRPCServerRunning: StorageService.java: src.java.org.apache.cassandra.service Diff:4
toString: RangeSliceCommand.java: src.java.org.apache.cassandra.db Diff:1
setCompressionParameters: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:12
toFetch: RangeStreamer.java: src.java.org.apache.cassandra.dht Diff:26
compareTo: ReplayPosition.java: src.java.org.apache.cassandra.db.commitlog Diff:2
getFinishKey: WhereClause.java: src.java.org.apache.cassandra.cql Diff:2
initClient: StorageService.java: src.java.org.apache.cassandra.service Diff:10
removeToken: StorageService.java: src.java.org.apache.cassandra.service Diff:454
release: CassandraServer.java: src.java.org.apache.cassandra.thrift Diff:150
partialCompactionsAcceptable: CompactionTask.java: src.java.org.apache.cassandra.db.compaction Diff:61
emptyBuckets: LegacyBloomFilter.java: src.java.org.apache.cassandra.utils Diff:5
sendToHintedEndpoints: StorageProxy.java: src.java.org.apache.cassandra.service Diff:38
findMostSignificantByte: IntegerType.java: src.java.org.apache.cassandra.db.marshal Diff:4
localCopy: ExpiringColumn.java: src.java.org.apache.cassandra.db Diff:6
deserialize: LegacyBloomFilterSerializer.java: src.java.org.apache.cassandra.utils Diff:1
getIndexes: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:113
getSegment: BufferedSegmentedFile.java: src.java.org.apache.cassandra.io.util Diff:2
getRecentWriteLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:286
addLocalApplicationState: Gossiper.java: src.java.org.apache.cassandra.gms Diff:209
getEntryIterator: Memtable.java: src.java.org.apache.cassandra.db Diff:66
names: SSTableLoader.java: src.java.org.apache.cassandra.io.sstable Diff:30
getMinimumToken: RandomPartitioner.java: src.java.org.apache.cassandra.dht Diff:6
mark: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:2
withHeaderRemoved: Message.java: src.java.org.apache.cassandra.net Diff:3
getOperations: Memtable.java: src.java.org.apache.cassandra.db Diff:3
close: IndexedSliceReader.java: src.java.org.apache.cassandra.db.columniterator Diff:16
getRangeToEndpointMap: StorageService.java: src.java.org.apache.cassandra.service Diff:112
getRpcTimeout: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
deserialize: ColumnFamilySerializer.java: src.java.org.apache.cassandra.db Diff:3
leaveRing: StorageService.java: src.java.org.apache.cassandra.service Diff:395
getNextBackgroundTask: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:1
authenticationErrorMessage: SimpleAuthenticator.java: examples.simple_authentication.src.org.apache.cassandra.auth Diff:18
main: BulkLoader.java: src.java.org.apache.cassandra.tools Diff:9
truncate: FileUtils.java: src.java.org.apache.cassandra.io.util Diff:4
setInputSplitSize: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:5
validatePredicate: ThriftValidation.java: src.java.org.apache.cassandra.thrift Diff:19
validate: LocalByPartionerType.java: src.java.org.apache.cassandra.db.marshal Diff:4
getReplaceToken: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:69
validateColumnName: QueryProcessor.java: src.java.org.apache.cassandra.cql Diff:109
toString: CompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:16
getHashBuckets: BloomFilter.java: src.java.org.apache.cassandra.utils Diff:4
columnNameAsByteArray: CliClient.java: src.java.org.apache.cassandra.cli Diff:210
preprocess: RangeSliceResponseResolver.java: src.java.org.apache.cassandra.service Diff:19
cleanup: MmappedSegmentedFile.java: src.java.org.apache.cassandra.io.util Diff:7
resolveSuperset: RowRepairResolver.java: src.java.org.apache.cassandra.service Diff:41
getAddress: Mx4jTool.java: src.java.org.apache.cassandra.utils Diff:5
collectReducedColumns: NamesQueryFilter.java: src.java.org.apache.cassandra.db.filter Diff:11
readUnsignedShort: AbstractDataInput.java: src.java.org.apache.cassandra.io.util Diff:9
toString: LeveledCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:27
forwardToLocalNodes: RowMutationVerbHandler.java: src.java.org.apache.cassandra.db Diff:22
toString: JdbcDate.java: src.java.org.apache.cassandra.cql.jdbc Diff:1
getCQLSupportedVersion: ClientState.java: src.java.org.apache.cassandra.service Diff:20
prepare: RevokeStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:1
searchInternal: IntervalTree.java: src.java.org.apache.cassandra.utils.IntervalTree Diff:3
toString: RowMutation.java: src.java.org.apache.cassandra.db Diff:32
replaceFlushed: DataTracker.java: src.java.org.apache.cassandra.db Diff:4
writeWithShortLength: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:23
maybeInitializeLocalState: Gossiper.java: src.java.org.apache.cassandra.gms Diff:200
getKey: SimpleSliceReader.java: src.java.org.apache.cassandra.db.columniterator Diff:6
handleStateLeaving: StorageService.java: src.java.org.apache.cassandra.service Diff:187
generateRandomizedValues: Operation.java: tools.stress.src.org.apache.cassandra.stress.util Diff:13
getTotalReadLatencyHistogramMicros: StorageProxy.java: src.java.org.apache.cassandra.service Diff:275
getSSTablesForKey: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:133
appendFromStream: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:15
compact: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:26
getVersion: Message.java: src.java.org.apache.cassandra.net Diff:3
getEndpointDowntime: Gossiper.java: src.java.org.apache.cassandra.gms Diff:212
keySamples: StorageService.java: src.java.org.apache.cassandra.service Diff:368
setCQLVersion: ClientState.java: src.java.org.apache.cassandra.service Diff:20
getCFMetaData: AlterTableStatement.java: src.java.org.apache.cassandra.cql Diff:20
compare: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:7
preventSystemKSModification: ClientState.java: src.java.org.apache.cassandra.service Diff:8
importSorted: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:33
append: SSTableWriter.java: src.java.org.apache.cassandra.io.sstable Diff:1
columnNameAsBytes: CliClient.java: src.java.org.apache.cassandra.cli Diff:211
getCommitLogLocation: StorageService.java: src.java.org.apache.cassandra.service Diff:309
getScanner: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:126
isMultiKey: WhereClause.java: src.java.org.apache.cassandra.cql Diff:2
isLeaving: TokenMetadata.java: src.java.org.apache.cassandra.locator Diff:20
getPendingTasks: PeriodicCommitLogExecutorService.java: src.java.org.apache.cassandra.db.commitlog Diff:8
compressor: CompressionMetadata.java: src.java.org.apache.cassandra.io.compress Diff:3
purgeIncompatibleHints: SystemTable.java: src.java.org.apache.cassandra.db Diff:42
showColumnMeta: CliClient.java: src.java.org.apache.cassandra.cli Diff:138
getParser: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:33
flushData: CompressedSequentialWriter.java: src.java.org.apache.cassandra.io.compress Diff:5
getIndexType: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:40
createValue: ColumnFamilyRecordReader.java: src.java.org.apache.cassandra.hadoop Diff:27
getScrubInfo: Scrubber.java: src.java.org.apache.cassandra.db.compaction Diff:66
getColumnDefByName: CliClient.java: src.java.org.apache.cassandra.cli Diff:227
getComparator: IndexHelper.java: src.java.org.apache.cassandra.io.sstable Diff:19
validateConfiguration: ColumnFamilyInputFormat.java: src.java.org.apache.cassandra.hadoop Diff:5
scrub: StorageService.java: src.java.org.apache.cassandra.service Diff:307
waitingFor: DatacenterReadCallback.java: src.java.org.apache.cassandra.service Diff:3
getBootstrapToken: StorageService.java: src.java.org.apache.cassandra.service Diff:379
getHintsSlice: HintedHandOffManager.java: src.java.org.apache.cassandra.db Diff:107
getSubColumns: SuperColumn.java: src.java.org.apache.cassandra.db Diff:3
hashCode: LocalToken.java: src.java.org.apache.cassandra.dht Diff:1
removeIndex: KeysIndex.java: src.java.org.apache.cassandra.db.index.keys Diff:28
validate: AsciiType.java: src.java.org.apache.cassandra.db.marshal Diff:1
getCurrentGenerationNumber: Gossiper.java: src.java.org.apache.cassandra.gms Diff:70
getComparator: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:1
setIndexRemoved: SecondaryIndexManager.java: src.java.org.apache.cassandra.db.index Diff:85
newPartitioner: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:26
fixSchemaNanoTimestamps: DefsTable.java: src.java.org.apache.cassandra.db Diff:1
addToMutationMap: WordCountSetup.java: examples.hadoop_word_count.src Diff:24
ignoreObsoleteMutations: Table.java: src.java.org.apache.cassandra.db Diff:70
scheduleSaving: AutoSavingCache.java: src.java.org.apache.cassandra.cache Diff:2
connect: OutboundTcpConnection.java: src.java.org.apache.cassandra.net Diff:21
invalidate: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:12
serializedSize: LegacyBloomFilterSerializer.java: src.java.org.apache.cassandra.utils Diff:1
getTotalSize: DataTracker.java: src.java.org.apache.cassandra.db Diff:16
encodedUTF8Length: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:21
getRecentReadLatencyHistogramMicros: ColumnFamilyStore.java: src.java.org.apache.cassandra.db Diff:113
getAndAppendNextComparator: AbstractCompositeType.java: src.java.org.apache.cassandra.db.marshal Diff:9
lastIndexOf: ByteBufferUtil.java: src.java.org.apache.cassandra.utils Diff:12
getQueryMap: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:59
streamFile: StreamOutSession.java: src.java.org.apache.cassandra.streaming Diff:5
compareUnsigned: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:8
getInMemoryCompactionLimit: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:75
pointInTimeExceeded: CommitLogReplayer.java: src.java.org.apache.cassandra.db.commitlog Diff:71
localCopy: ExpiringColumn.java: src.java.org.apache.cassandra.db Diff:9
readRowSize: SSTableReader.java: src.java.org.apache.cassandra.io.sstable Diff:127
main: StressServer.java: tools.stress.src.org.apache.cassandra.stress Diff:2
getReverseSortedColumns: ArrayBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:21
forceNewerGenerationUnsafe: HeartBeatState.java: src.java.org.apache.cassandra.gms Diff:1
isKeyExistenceExpensive: SizeTieredCompactionStrategy.java: src.java.org.apache.cassandra.db.compaction Diff:39
parseStatement: QueryProcessor.java: src.java.org.apache.cassandra.cql3 Diff:18
resetUnsafe: CommitLogAllocator.java: src.java.org.apache.cassandra.db.commitlog Diff:33
column: Util.java: test.unit.org.apache.cassandra Diff:7
getTrickleFsync: DatabaseDescriptor.java: src.java.org.apache.cassandra.config Diff:74
applyPropertiesTo: CreateColumnFamilyStatement.java: src.java.org.apache.cassandra.cql3.statements Diff:17
run: Inserter.java: tools.stress.src.org.apache.cassandra.stress.operations Diff:21
compareTimestampBytes: UUIDType.java: src.java.org.apache.cassandra.db.marshal Diff:23
getReplayPosition: ReplayPosition.java: src.java.org.apache.cassandra.db.commitlog Diff:1
equals: NodeId.java: src.java.org.apache.cassandra.utils Diff:4
hashToBigInteger: FBUtilities.java: src.java.org.apache.cassandra.utils Diff:7
resetDataDirectoriesAfterTest: Directories.java: src.java.org.apache.cassandra.db Diff:20
addToSuperCF: SSTableImport.java: src.java.org.apache.cassandra.tools Diff:14
createReplicationStrategy: Table.java: src.java.org.apache.cassandra.db Diff:13
setInputRange: ConfigHelper.java: src.java.org.apache.cassandra.hadoop Diff:10
transferRanges: StreamOut.java: src.java.org.apache.cassandra.streaming Diff:1
reverseIterator: TreeMapBackedSortedColumns.java: src.java.org.apache.cassandra.db Diff:19
setConnectionInformation: CassandraStorage.java: src.java.org.apache.cassandra.hadoop.pig Diff:90
getRowCacheSavePeriodInSeconds: CacheService.java: src.java.org.apache.cassandra.service Diff:20
getRangeToRpcaddressMap: StorageService.java: src.java.org.apache.cassandra.service Diff:125
getPort: Mx4jTool.java: src.java.org.apache.cassandra.utils Diff:7
sync: SSTableSimpleUnsortedWriter.java: src.java.org.apache.cassandra.io.sstable Diff:6
run: MeteredFlusher.java: src.java.org.apache.cassandra.db Diff:18
hashCode: Term.java: src.java.org.apache.cassandra.cql3 Diff:5
hashCode: Term.java: src.java.org.apache.cassandra.cql Diff:3
search: KeysSearcher.java: src.java.org.apache.cassandra.db.index.keys Diff:11
addSystemTable: Schema.java: src.java.org.apache.cassandra.config Diff:6
isIndexNameValid: CFMetaData.java: src.java.org.apache.cassandra.config Diff:25
getEstimatedColumnCount: AtomicSortedColumns.java: src.java.org.apache.cassandra.db Diff:13
getRandomToken: OrderPreservingPartitioner.java: src.java.org.apache.cassandra.dht Diff:4
apply: ColumnDefinition.java: src.java.org.apache.cassandra.config Diff:20
