,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,is_god_class
2988,Public Class,org.apache.cassandra.db.MigrationRequestVerbHandler,2.0,2.0,2.0,1.0,14.0,1.0,13.0,0.0,2.0,4.0,4.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,39,2,16,4,7,21,,,,5,8,4,4,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,1.31,2,2,2,1,cassandra,False
2990,Public Class,org.apache.cassandra.db.RangeSliceCommand,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,3.0,16.0,16.0,0.0,,1.0,1.0,,,,10.0,9.0,11.0,11.0,0.0,0.0,0.0,11.0,,143,19,105,30,51,19,,,,43,60,29,31,,,,,,5.0,5.0,7.0,1.0,,1.0,2,,72.0,20.0,0.18,16,16,20,11,cassandra,False
3006,Public Class,org.apache.cassandra.db.RangeSliceReply,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,7.0,7.0,0.0,,1.0,0.0,,,,3.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,,61,5,39,13,20,17,,,,18,28,15,13,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,25.0,0.0,0.44,7,7,7,4,cassandra,False
3028,Public Class,org.apache.cassandra.db.ReadRepairVerbHandler,2.0,2.0,2.0,1.0,19.0,2.0,17.0,0.0,2.0,5.0,5.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,39,2,20,7,10,17,,,,8,11,7,4,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,0.0,0.0,0.85,2,2,2,1,cassandra,False
3030,Public Class,org.apache.cassandra.db.ReadResponse,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,,1.0,1.0,,,,5.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,,63,8,38,11,11,17,,,,14,21,10,11,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,55.0,55.0,0.45,6,6,6,6,cassandra,False
3041,Public Class,org.apache.cassandra.db.ReadVerbHandler,3.0,3.0,3.0,1.0,20.0,1.0,19.0,0.0,2.0,11.0,11.0,0.0,,1.0,1.0,,,,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,64,5,42,11,23,17,,,,15,23,11,12,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,0.0,0.0,0.4,7,7,7,2,cassandra,False
3044,Public Class,org.apache.cassandra.db.RetriedSliceFromReadCommand,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,3.0,3.0,0.0,,0.0,1.0,,,,5.0,1.0,5.0,25.0,0.0,0.0,0.0,5.0,,66,6,43,14,19,17,,,,11,17,9,8,,,,,,1.0,1.0,1.0,1.0,,3.0,0,,0.0,0.0,0.4,5,5,5,5,cassandra,False
3050,Public Class,org.apache.cassandra.db.Row,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,,1.0,1.0,,,,3.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,,76,9,49,14,16,18,,,,14,24,13,11,,,,,,2.0,2.0,2.0,1.0,,1.0,0,,50.0,50.0,0.37,5,5,5,4,cassandra,False
3060,Public Class,org.apache.cassandra.db.RowIteratorFactory,3.0,3.0,3.0,1.0,78.0,8.0,54.0,16.0,1.0,10.0,10.0,0.0,,1.0,1.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,157,17,96,23,43,44,,,,33,51,28,23,,,,,,3.0,3.0,3.0,1.0,,1.0,0,,0.0,0.0,0.46,3,3,3,1,cassandra,False
3076,Public Class,org.apache.cassandra.db.RowMutation,1.0,1.0,2.0,1.0,10.0,0.0,9.0,1.0,3.0,21.0,21.0,0.0,,3.0,2.0,,,,25.0,4.0,28.0,28.0,0.0,0.0,1.0,27.0,,436,50,309,72,155,78,,,,125,197,82,115,,,,,,6.0,6.0,6.0,3.0,,1.0,3,,74.0,60.0,0.25,55,55,60,30,cassandra,False
3110,Public Class,org.apache.cassandra.db.RowMutationVerbHandler,4.0,4.0,4.0,1.0,24.0,2.0,18.0,4.0,2.0,6.0,6.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,71,6,40,13,25,25,,,,20,29,14,15,,,,,,5.0,5.0,6.0,1.0,,1.0,2,,0.0,0.0,0.62,8,8,9,2,cassandra,False
3127,Public Class,org.apache.cassandra.db.SchemaCheckVerbHandler,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,3.0,3.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,28,1,10,4,4,17,,,,4,6,4,2,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,1.7,1,1,1,1,cassandra,False
3129,Public Class,org.apache.cassandra.db.SliceByNamesReadCommand,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,8.0,8.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,17.0,0.0,0.0,0.0,5.0,,58,6,35,10,15,17,,,,11,17,9,8,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,19.0,0.0,0.49,5,5,5,5,cassandra,False
3139,Public Class,org.apache.cassandra.db.SliceFromReadCommand,2.0,2.0,2.0,1.0,12.0,1.0,9.0,1.0,1.0,13.0,13.0,1.0,,0.0,1.0,,,,8.0,4.0,8.0,20.0,0.0,0.0,1.0,7.0,,134,18,88,27,46,28,,,,34,51,25,26,,,,,,7.0,7.0,9.0,1.0,,2.0,3,,31.0,15.0,0.32,17,17,20,8,cassandra,False
3152,Public Class,org.apache.cassandra.db.SnapshotCommand,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,7.0,7.0,0.0,,1.0,1.0,,,,3.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,,40,5,35,14,15,0,,,,16,21,13,8,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,50.0,50.0,0.0,4,4,4,4,cassandra,False
3161,Public Class,org.apache.cassandra.db.SuperColumn,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,13.0,13.0,0.0,,1.0,1.0,,,,28.0,1.0,29.0,58.0,2.0,0.0,0.0,27.0,,312,38,237,50,108,37,,,,83,145,56,89,,,,,,6.0,6.0,7.0,6.0,,2.0,3,,81.0,72.0,0.16,52,52,57,34,cassandra,False
3199,Public Class,org.apache.cassandra.db.SystemTable,1.0,1.0,2.0,1.0,16.0,1.0,13.0,1.0,1.0,31.0,31.0,0.0,,31.0,18.0,,,,0.0,0.0,31.0,31.0,0.0,5.0,0.0,26.0,,590,67,452,134,275,74,,,,213,278,131,147,,,,,,5.0,5.0,5.0,3.0,,1.0,3,,93.0,90.0,0.16,61,61,62,33,cassandra,False
3234,Public Class,org.apache.cassandra.db.Table,2.0,2.0,3.0,1.0,15.0,0.0,12.0,2.0,1.0,26.0,26.0,0.0,,10.0,3.0,,,,20.0,4.0,30.0,30.0,0.0,6.0,0.0,24.0,,553,54,395,73,202,106,,,,133,232,83,149,,,,,,13.0,13.0,18.0,4.0,,1.0,6,,84.0,65.0,0.27,79,79,94,35,cassandra,False
3269,Public Class,org.apache.cassandra.db.ThreadSafeSortedColumns,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,5.0,5.0,0.0,,1.0,1.0,,,,22.0,1.0,23.0,32.0,0.0,3.0,0.0,20.0,,188,28,133,33,47,27,,,,39,72,34,38,,,,,,5.0,5.0,5.0,5.0,,2.0,3,,30.0,13.0,0.2,29,29,29,27,cassandra,False
3296,Public Class,org.apache.cassandra.db.TreeMapBackedSortedColumns,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,5.0,5.0,0.0,,1.0,1.0,,,,20.0,1.0,21.0,30.0,0.0,2.0,0.0,19.0,,189,24,129,29,46,36,,,,38,69,31,38,,,,,,4.0,4.0,4.0,3.0,,2.0,2,,23.0,19.0,0.28,27,27,27,23,cassandra,False
3321,Public Class,org.apache.cassandra.db.TruncateResponse,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,,2.0,1.0,,,,1.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,,73,8,44,18,17,21,,,,20,28,17,11,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,66.0,58.0,0.48,3,3,3,3,cassandra,False
3329,Public Class,org.apache.cassandra.db.TruncateVerbHandler,2.0,2.0,2.0,1.0,19.0,1.0,17.0,0.0,2.0,8.0,8.0,0.0,,1.0,1.0,,,,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,61,5,39,12,22,17,,,,18,23,12,11,,,,,,3.0,3.0,3.0,1.0,,1.0,2,,50.0,50.0,0.44,4,4,4,2,cassandra,False
3332,Public Class,org.apache.cassandra.db.Truncation,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,7.0,7.0,0.0,,1.0,1.0,,,,3.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,,56,6,30,11,9,20,,,,12,17,10,7,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,58.0,50.0,0.67,4,4,4,4,cassandra,False
3341,Public Class,org.apache.cassandra.db.UnknownColumnFamilyException,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,27,1,9,3,2,17,,,,3,5,3,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,1.89,1,1,1,1,cassandra,False
3343,Public Class,org.apache.cassandra.db.WriteResponse,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,,2.0,1.0,,,,4.0,3.0,6.0,6.0,0.0,0.0,0.0,6.0,,83,10,56,20,21,17,,,,24,35,20,15,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,70.0,66.0,0.3,6,6,6,6,cassandra,False
3366,Public Class,org.apache.cassandra.db.columniterator.IdentityQueryFilter,1.0,1.0,1.0,1.0,6.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,12.0,0.0,0.0,0.0,2.0,,16,1,11,3,2,4,,,,2,5,3,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.36,2,2,2,2,cassandra,False
3384,Public Class,org.apache.cassandra.db.columniterator.LazyColumnIterator,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,,0.0,0.0,,,,6.0,3.0,6.0,6.0,0.0,1.0,1.0,4.0,,42,7,35,10,11,0,,,,12,21,10,11,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,61.0,44.0,0.0,9,9,9,6,cassandra,False
3391,Public Class,org.apache.cassandra.db.columniterator.SSTableNamesIterator,3.0,3.0,3.0,1.0,16.0,1.0,15.0,0.0,2.0,18.0,18.0,0.0,,0.0,1.0,,,,9.0,5.0,9.0,10.0,0.0,3.0,1.0,5.0,,170,19,145,34,81,7,,,,62,93,35,58,,,,,,7.0,7.0,7.0,4.0,,3.0,3,,72.0,64.0,0.05,27,27,28,15,cassandra,False
3401,Public Class,org.apache.cassandra.db.columniterator.SSTableSliceIterator,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,2.0,9.0,9.0,0.0,,1.0,0.0,,,,9.0,4.0,10.0,10.0,0.0,1.0,0.0,9.0,,100,13,72,17,31,15,,,,26,40,16,24,,,,,,3.0,3.0,3.0,1.0,,1.0,1,,65.0,65.0,0.21,15,15,17,10,cassandra,False
3449,Public Class,org.apache.cassandra.db.commitlog.CommitLog,1.0,1.0,1.0,1.0,15.0,0.0,10.0,4.0,2.0,17.0,17.0,0.0,,0.0,4.0,,,,18.0,4.0,18.0,18.0,0.0,2.0,0.0,16.0,,368,44,230,47,108,96,,,,84,128,51,77,,,,,,4.0,4.0,4.0,1.0,,1.0,2,,72.0,69.0,0.42,28,28,28,18,cassandra,False
3480,Public Class,org.apache.cassandra.db.commitlog.CommitLogAllocator,1.0,1.0,1.0,1.0,16.0,0.0,11.0,4.0,1.0,10.0,10.0,0.0,,0.0,2.0,,,,16.0,7.0,16.0,16.0,0.0,5.0,0.0,11.0,,336,35,192,38,96,109,,,,72,112,44,68,,,,,,3.0,3.0,4.0,3.0,,1.0,2,,78.0,75.0,0.57,29,29,30,20,cassandra,False
3507,Public Class,org.apache.cassandra.db.commitlog.CommitLogArchiver,3.0,3.0,3.0,1.0,21.0,1.0,20.0,0.0,1.0,5.0,5.0,0.0,,0.0,1.0,,,,5.0,6.0,5.0,5.0,0.0,1.0,0.0,4.0,,124,10,114,23,63,1,,,,46,65,25,40,,,,,,5.0,5.0,5.0,5.0,,1.0,3,,66.0,66.0,0.01,17,17,17,9,cassandra,False
3522,Public Class,org.apache.cassandra.db.commitlog.CommitLogReplayer,5.0,5.0,5.0,3.0,42.0,3.0,33.0,5.0,1.0,21.0,21.0,0.0,,0.0,2.0,,,,5.0,8.0,5.0,5.0,0.0,0.0,1.0,4.0,,230,24,179,34,111,29,,,,87,129,40,89,,,,,,17.0,17.0,18.0,9.0,,1.0,2,,57.0,44.0,0.16,27,27,28,15,cassandra,False
3530,Public Class,org.apache.cassandra.db.commitlog.CommitLogSegment,1.0,1.0,1.0,1.0,13.0,0.0,8.0,3.0,1.0,11.0,11.0,0.0,,4.0,7.0,,,,19.0,7.0,23.0,23.0,1.0,2.0,0.0,20.0,,360,46,224,50,108,90,,,,88,132,51,81,,,,,,6.0,6.0,6.0,3.0,,1.0,4,,83.0,72.0,0.4,42,42,44,25,cassandra,False
3579,Public Class,org.apache.cassandra.db.commitlog.ReplayPosition,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,,1.0,3.0,,,,5.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,,106,17,80,25,34,9,,,,29,47,22,25,,,,,,4.0,4.0,5.0,4.0,,1.0,1,,33.0,33.0,0.11,10,10,11,9,cassandra,False
3629,Public Class,org.apache.cassandra.db.compaction.CompactionController,1.0,1.0,2.0,1.0,10.0,0.0,7.0,2.0,1.0,21.0,21.0,2.0,,1.0,1.0,,,,10.0,7.0,11.0,11.0,0.0,1.0,1.0,9.0,,171,16,107,30,52,48,,,,39,65,29,36,,,,,,4.0,4.0,8.0,3.0,,1.0,2,,80.0,72.0,0.45,20,20,25,17,cassandra,False
3643,Public Class,org.apache.cassandra.db.compaction.CompactionInfo,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,,0.0,1.0,,,,11.0,4.0,11.0,11.0,0.0,0.0,0.0,11.0,,113,14,79,24,29,20,,,,34,49,24,25,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,63.0,47.0,0.25,11,11,11,11,cassandra,False
3659,Public Class,org.apache.cassandra.db.compaction.CompactionInterruptedException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,9,1,8,3,2,0,,,,2,4,3,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
3661,Public Class,org.apache.cassandra.db.compaction.CompactionIterable,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,6.0,6.0,1.0,,0.0,2.0,,,,3.0,1.0,3.0,9.0,0.0,0.0,0.0,3.0,,72,10,60,14,26,2,,,,21,34,15,19,,,,,,1.0,1.0,1.0,1.0,,3.0,0,,83.0,83.0,0.03,3,3,3,3,cassandra,False
3670,Public Class,org.apache.cassandra.db.compaction.CompactionManager,2.0,2.0,2.0,1.0,25.0,1.0,21.0,2.0,2.0,45.0,45.0,0.0,,2.0,6.0,,,,29.0,4.0,31.0,31.0,1.0,6.0,0.0,24.0,,1089,102,865,161,438,124,,,,288,472,176,296,,,,,,22.0,22.0,25.0,8.0,,1.0,8,,83.0,78.0,0.14,83,83,86,38,cassandra,False
3768,Public Class,org.apache.cassandra.db.compaction.CompactionTask,4.0,4.0,4.0,2.0,25.0,2.0,20.0,3.0,1.0,19.0,19.0,1.0,,2.0,2.0,,,,7.0,3.0,9.0,18.0,0.0,0.0,3.0,6.0,,264,30,189,43,120,45,,,,88,136,51,85,,,,,,29.0,29.0,32.0,10.0,,2.0,5,,69.0,66.0,0.24,40,40,44,18,cassandra,False
3782,Public Class,org.apache.cassandra.db.compaction.LazilyCompactedRow,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,2.0,14.0,14.0,0.0,,0.0,1.0,,,,10.0,10.0,10.0,16.0,0.0,0.0,0.0,10.0,,198,24,158,44,88,18,,,,80,109,47,62,,,,,,6.0,6.0,6.0,1.0,,2.0,2,,71.0,68.0,0.11,25,25,26,10,cassandra,False
3796,Public Class,org.apache.cassandra.db.compaction.LeveledCompactionStrategy,2.0,2.0,2.0,1.0,11.0,0.0,10.0,0.0,2.0,13.0,13.0,0.0,,0.0,2.0,,,,12.0,3.0,12.0,24.0,0.0,0.0,0.0,12.0,,238,31,195,44,93,12,,,,72,115,46,69,,,,,,6.0,5.0,6.0,3.0,,2.0,3,,69.0,61.0,0.06,29,27,30,14,cassandra,False
3816,Public Class,org.apache.cassandra.db.compaction.LeveledCompactionTask,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,,,,8.0,2.0,8.0,26.0,0.0,0.0,4.0,4.0,,59,9,50,16,13,0,,,,12,22,11,11,,,,,,1.0,1.0,1.0,1.0,,3.0,1,,68.0,68.0,0.0,8,8,8,8,cassandra,False
3825,Public Class,org.apache.cassandra.db.compaction.LeveledManifest,3.0,3.0,3.0,1.0,18.0,1.0,14.0,2.0,1.0,11.0,11.0,0.0,,7.0,3.0,,,,21.0,5.0,28.0,28.0,2.0,13.0,0.0,13.0,,562,62,425,85,251,82,,,,199,300,105,195,,,,,,15.0,15.0,15.0,11.0,,1.0,5,,80.0,58.0,0.19,91,91,98,44,cassandra,False
3859,Public Class,org.apache.cassandra.db.compaction.ParallelCompactionIterable,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,10.0,10.0,0.0,,0.0,1.0,,,,3.0,1.0,3.0,9.0,0.0,0.0,0.0,3.0,,410,56,333,84,131,21,,,,115,187,88,99,,,,,,2.0,2.0,2.0,1.0,,3.0,1,,66.0,50.0,0.06,4,4,4,3,cassandra,False
3910,Public Class,org.apache.cassandra.db.compaction.PrecompactedRow,2.0,2.0,2.0,1.0,10.0,0.0,8.0,1.0,1.0,13.0,13.0,0.0,,3.0,1.0,,,,9.0,1.0,12.0,18.0,0.0,1.0,0.0,11.0,,149,18,112,24,57,19,,,,46,69,25,44,,,,,,6.0,6.0,8.0,1.0,,2.0,2,,70.0,70.0,0.17,24,24,28,12,cassandra,False
3923,Public Class,org.apache.cassandra.db.compaction.Scrubber,5.0,5.0,6.0,2.0,29.0,2.0,26.0,1.0,2.0,23.0,23.0,0.0,,0.0,1.0,,,,8.0,18.0,8.0,8.0,0.0,1.0,0.0,7.0,,322,37,274,56,154,11,,,,123,170,55,115,,,,,,33.0,33.0,41.0,10.0,,1.0,7,,77.0,70.0,0.04,43,43,53,17,cassandra,False
3940,Public Class,org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy,2.0,2.0,2.0,1.0,13.0,0.0,11.0,0.0,1.0,5.0,5.0,0.0,,2.0,3.0,,,,10.0,2.0,12.0,24.0,1.0,2.0,0.0,9.0,,197,23,148,36,84,26,,,,61,97,45,52,,,,,,5.0,5.0,7.0,5.0,,2.0,3,,75.0,70.0,0.18,24,24,27,19,cassandra,False
3962,Public Class,org.apache.cassandra.db.context.CounterContext,5.0,5.0,7.0,2.0,38.0,2.0,29.0,7.0,2.0,11.0,11.0,0.0,,4.0,6.0,,,,13.0,0.0,17.0,17.0,0.0,3.0,0.0,14.0,,908,80,634,121,352,199,,,,260,378,123,255,,,,,,22.0,22.0,30.0,21.0,,1.0,5,,0.0,0.0,0.31,99,99,122,45,cassandra,False
4051,Public Class,org.apache.cassandra.db.filter.NamesQueryFilter,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,15.0,15.0,0.0,,0.0,0.0,,,,11.0,1.0,11.0,11.0,0.0,0.0,0.0,11.0,,73,11,62,15,18,0,,,,13,30,15,15,,,,,,3.0,3.0,4.0,1.0,,1.0,2,,54.0,45.0,0.0,15,15,16,11,cassandra,False
4063,Public Class,org.apache.cassandra.db.filter.QueryFilter,1.0,1.0,1.0,1.0,11.0,0.0,8.0,2.0,1.0,18.0,18.0,0.0,,6.0,1.0,,,,8.0,4.0,14.0,14.0,0.0,0.0,0.0,14.0,,180,21,123,32,60,39,,,,48,73,33,40,,,,,,3.0,3.0,4.0,1.0,,1.0,1,,60.0,26.0,0.32,23,23,26,14,cassandra,False
4081,Public Class,org.apache.cassandra.db.filter.QueryPath,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,2.0,0.0,,,,8.0,3.0,10.0,10.0,0.0,0.0,0.0,10.0,,76,10,66,19,29,0,,,,26,37,18,19,,,,,,4.0,4.0,6.0,1.0,,1.0,0,,60.0,0.0,0.0,19,19,21,10,cassandra,False
4092,Public Class,org.apache.cassandra.db.filter.SliceQueryFilter,2.0,2.0,2.0,1.0,10.0,0.0,9.0,0.0,2.0,14.0,14.0,1.0,,0.0,1.0,,,,10.0,4.0,10.0,10.0,0.0,0.0,0.0,10.0,,122,17,99,25,49,6,,,,35,55,24,31,,,,,,7.0,7.0,13.0,4.0,,1.0,2,,54.0,48.0,0.06,21,21,27,15,cassandra,False
4142,Public Class,org.apache.cassandra.db.index.SecondaryIndexBuilder,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,1.0,7.0,7.0,0.0,,0.0,0.0,,,,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,,61,4,37,8,16,20,,,,12,19,8,11,,,,,,4.0,4.0,4.0,1.0,,2.0,2,,11.0,11.0,0.54,6,6,6,3,cassandra,False
4146,Public Class,org.apache.cassandra.db.index.SecondaryIndexManager,3.0,3.0,3.0,1.0,20.0,2.0,13.0,5.0,1.0,19.0,19.0,0.0,,0.0,1.0,,,,24.0,3.0,24.0,24.0,0.0,1.0,0.0,23.0,,570,89,321,64,180,161,,,,117,218,79,139,,,,,,15.0,15.0,16.0,9.0,,1.0,4,,65.0,51.0,0.5,84,84,88,44,cassandra,False
4176,Public Class,org.apache.cassandra.db.index.keys.KeysIndex,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,22.0,22.0,0.0,,1.0,1.0,,,,15.0,1.0,16.0,45.0,0.0,0.0,0.0,16.0,,167,20,119,29,53,28,,,,39,63,29,34,,,,,,3.0,3.0,6.0,1.0,,3.0,2,,31.0,25.0,0.24,25,25,29,16,cassandra,False
4193,Public Class,org.apache.cassandra.db.index.keys.KeysSearcher,2.0,2.0,2.0,1.0,26.0,2.0,22.0,2.0,1.0,9.0,9.0,0.0,,0.0,1.0,,,,6.0,0.0,6.0,9.0,0.0,2.0,0.0,4.0,,188,18,138,29,89,32,,,,59,86,34,52,,,,,,5.0,5.0,6.0,4.0,,2.0,2,,0.0,0.0,0.23,13,13,15,9,cassandra,False
4262,Public Class,org.apache.cassandra.db.marshal.AsciiType,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,49,7,41,10,13,2,,,,11,22,11,11,,,,,,3.0,3.0,4.0,1.0,,2.0,2,,0.0,0.0,0.05,10,10,11,7,cassandra,False
4270,Public Class,org.apache.cassandra.db.marshal.BooleanType,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,57,12,45,9,19,1,,,,12,26,9,17,,,,,,4.0,4.0,7.0,3.0,,2.0,1,,0.0,0.0,0.02,14,14,19,11,cassandra,False
4278,Public Class,org.apache.cassandra.db.marshal.BytesType,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,6.0,6.0,0.0,,1.0,1.0,,,,8.0,0.0,9.0,22.0,1.0,0.0,0.0,8.0,,61,10,48,12,14,4,,,,11,24,11,13,,,,,,3.0,3.0,3.0,3.0,,2.0,2,,0.0,0.0,0.08,12,12,14,11,cassandra,False
4288,Public Class,org.apache.cassandra.db.marshal.CompositeType,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,5.0,5.0,0.0,,2.0,1.0,,,,8.0,1.0,10.0,43.0,0.0,1.0,5.0,4.0,,227,36,161,42,72,30,,,,63,101,41,60,,,,,,6.0,6.0,6.0,6.0,,3.0,2,,19.0,0.0,0.19,17,17,18,15,cassandra,False
4314,Public Class,org.apache.cassandra.db.marshal.CounterColumnType,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,0.0,,0.0,1.0,,,,6.0,0.0,6.0,23.0,1.0,0.0,0.0,5.0,,38,7,28,8,9,4,,,,7,16,8,8,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,0.0,0.0,0.14,9,9,10,6,cassandra,False
4321,Public Class,org.apache.cassandra.db.marshal.DateType,2.0,2.0,2.0,1.0,10.0,0.0,9.0,0.0,1.0,4.0,4.0,0.0,,1.0,3.0,,,,7.0,0.0,8.0,21.0,1.0,0.0,0.0,7.0,,97,14,80,13,32,4,,,,20,38,13,25,,,,,,5.0,5.0,5.0,3.0,,2.0,2,,0.0,0.0,0.05,18,18,19,10,cassandra,False
4330,Public Class,org.apache.cassandra.db.marshal.DecimalType,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,1.0,3.0,3.0,0.0,,0.0,1.0,,,,7.0,0.0,7.0,20.0,1.0,0.0,0.0,6.0,,63,11,46,10,15,7,,,,12,24,10,14,,,,,,4.0,4.0,4.0,3.0,,2.0,1,,0.0,0.0,0.15,12,12,12,9,cassandra,False
