getRandomID: JDBCBench.java: org.hsqldb.test Diff:143
storesMixedCaseIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
setReferentialIntegrity: Database.java: org.hsqldb Diff:13
processAlterTableAddColumn: DatabaseCommandInterpreter.java: org.hsqldb Diff:515
dumpTable: TriggerSample.java: org.hsqldb.sample Diff:58
stdprintln: SqlFile.java: org.hsqldb.util Diff:106
shutdownImmediately: HsqlTaskQueue.java: org.hsqldb.lib Diff:6
createTrigger: TriggerSample.java: org.hsqldb.sample Diff:33
isString: HsqlDatabaseProperties.java: org.hsqldb Diff:23
SYSTEM_ALLTYPEINFO: DatabaseInformationMain.java: org.hsqldb Diff:44
isReadOnly: Session.java: org.hsqldb Diff:27
getColumnNr: Table.java: org.hsqldb Diff:32
SYSTEM_ALIASES: DatabaseInformationFull.java: org.hsqldb Diff:9
resolveTypeForLike: Expression.java: org.hsqldb Diff:139
getQueueSpec: TriggerSample.java: org.hsqldb.sample Diff:13
bind: CompiledStatement.java: org.hsqldb Diff:1
set: OracleTransferHelper.java: org.hsqldb.util Diff:7
getBinaryStream: jdbcBlob.java: org.hsqldb.jdbc Diff:2
setBalance: Node.java: org.hsqldb Diff:3
getArray: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
openFile: ScriptReaderBase.java: org.hsqldb.scriptio Diff:1
moveDefinition: Table.java: org.hsqldb Diff:14
toString: JavaObject.java: org.hsqldb.types Diff:3
getDouble: ValuePool.java: org.hsqldb.store Diff:4
putData: TransferDb.java: org.hsqldb.util Diff:4
unicodeToAscii: StringConverter.java: org.hsqldb.lib Diff:17
writeIntData: RowOutputBinary.java: org.hsqldb.rowio Diff:1
main: DatabaseManagerSwing.java: org.hsqldb.util Diff:7
writeType: RowOutputBase.java: org.hsqldb.rowio Diff:1
setReadOnly: jdbcConnection.java: org.hsqldb.jdbc Diff:3
createIndex: Table.java: org.hsqldb Diff:49
process: CodeSwitcher.java: org.hsqldb.util Diff:2
SYSTEM_TRIGGERS: DatabaseInformationFull.java: org.hsqldb Diff:380
loadPrefs: TransferCommon.java: org.hsqldb.util Diff:10
writeLogStatement: ScriptWriterBase.java: org.hsqldb.scriptio Diff:16
checkBooleanDefault: DatabaseCommandInterpreter.java: org.hsqldb Diff:169
getDDL: Select.java: org.hsqldb Diff:72
getCheckSelect: Expression.java: org.hsqldb Diff:135
hasPrimaryKey: Table.java: org.hsqldb Diff:30
getDBNameArray: Server.java: org.hsqldb Diff:37
convertToLong: Column.java: org.hsqldb Diff:102
actionPerformed: ZaurusDatabaseManager.java: org.hsqldb.util Diff:115
setScriptType: Log.java: org.hsqldb Diff:13
processAlterTableRename: DatabaseCommandInterpreter.java: org.hsqldb Diff:285
readCondition: Parser.java: org.hsqldb Diff:144
equals: Node.java: org.hsqldb Diff:3
supportsSubqueriesInQuantifieds: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
backup: Cache.java: org.hsqldb Diff:1
writeLongData: RowOutputTextLog.java: org.hsqldb.rowio Diff:47
createHsqlServer: HsqlServerFactory.java: org.hsqldb Diff:9
supportsSchemasInTableDefinitions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
checkViewExists: DatabaseCommandInterpreter.java: org.hsqldb Diff:474
stringToFullByteArray: StringConverter.java: org.hsqldb.lib Diff:1
removeRow: Table.java: org.hsqldb Diff:124
divide: Column.java: org.hsqldb Diff:15
size: GroupedResult.java: org.hsqldb Diff:11
getUserOrPassword: Tokenizer.java: org.hsqldb Diff:6
supportsConvert: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
addMenuItems: Transfer.java: org.hsqldb.util Diff:24
checkConvertString: RowOutputTextQuoted.java: org.hsqldb.rowio Diff:4
isIndexFK: Constraint.java: org.hsqldb Diff:1
resolveWhereColumnAliases: Parser.java: org.hsqldb Diff:123
clearArray: ArrayUtil.java: org.hsqldb.lib Diff:1
getElapsed: Library.java: org.hsqldb Diff:29
saveNewRow: ZaurusTableForm.java: org.hsqldb.util Diff:27
setDataReadOnly: View.java: org.hsqldb Diff:15
recompileViews: Database.java: org.hsqldb Diff:84
getSystemFunctions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:10
getSubString: Result.java: org.hsqldb Diff:24
readSum: Parser.java: org.hsqldb Diff:144
getViewSubquery: Parser.java: org.hsqldb Diff:28
getDatabase: DatabaseManager.java: org.hsqldb Diff:8
getIdentifierQuoteString: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
readType: RowInputText.java: org.hsqldb.rowio Diff:9
checkTableWriteAccess: Parser.java: org.hsqldb Diff:8
getAccessCountCeiling: BaseHashMap.java: org.hsqldb.store Diff:1
writeBigint: RowOutputTextLog.java: org.hsqldb.rowio Diff:28
nextID: CompiledStatementManager.java: org.hsqldb Diff:10
getReturnClass: Function.java: org.hsqldb Diff:43
setTableColumnAttributes: Expression.java: org.hsqldb Diff:133
closeLog: Logger.java: org.hsqldb Diff:6
endNestedTransaction: Session.java: org.hsqldb Diff:26
registerOutParameter: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:6
fileToString: ScriptTool.java: org.hsqldb.util Diff:24
supportsGroupByBeyondSelect: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getURI: Database.java: org.hsqldb Diff:91
setAsCheckFilter: TableFilter.java: org.hsqldb Diff:27
isEmpty: HsqlProperties.java: org.hsqldb Diff:12
setSQLMaxRows: Session.java: org.hsqldb Diff:4
findNotNull: Index.java: org.hsqldb Diff:41
getMethodSpecificName: DIProcedureInfo.java: org.hsqldb Diff:11
simpleTimestampValue: HsqlDateTime.java: org.hsqldb Diff:3
storeRecentConnectionSettings: ConnectionDialogCommon.java: org.hsqldb.util Diff:15
resolveTypeForIn: Expression.java: org.hsqldb Diff:139
insertTestData: QueryTool.java: org.hsqldb.util Diff:58
getConstraintIndex: Table.java: org.hsqldb Diff:119
getAlterUserDDL: User.java: org.hsqldb Diff:32
setReadOnly: HSQLClientConnection.java: org.hsqldb Diff:3
setSourceIndexing: TextCache.java: org.hsqldb Diff:78
openFile: ScriptWriterBase.java: org.hsqldb.scriptio Diff:3
getSQLKeywords: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
dropTrigger: Table.java: org.hsqldb Diff:47
writeSize: RowOutputText.java: org.hsqldb.rowio Diff:8
supportsGroupBy: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setDBModified: HsqlDatabaseProperties.java: org.hsqldb Diff:20
writeDecimal: RowOutputText.java: org.hsqldb.rowio Diff:8
getMaxColumnsInGroupBy: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
increaseCapacity: HsqlArrayHeap.java: org.hsqldb.lib Diff:8
containsValue: IntKeyHashMap.java: org.hsqldb.lib Diff:1
next: Index.java: org.hsqldb Diff:61
getPropertiesFromFile: ServerConfiguration.java: org.hsqldb Diff:2
autoSizeTableColumns: GridSwing.java: org.hsqldb.util Diff:3
wasLongName: Tokenizer.java: org.hsqldb Diff:6
isReadOnly: jdbcConnection.java: org.hsqldb.jdbc Diff:3
main: DatabaseManager.java: org.hsqldb.util Diff:9
supportsCoreSQLGrammar: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
transferStructure: TransferTable.java: org.hsqldb.util Diff:48
getTimestamp: HsqlDateTime.java: org.hsqldb Diff:4
getInverseAliasMap: DINameSpace.java: org.hsqldb Diff:20
resetTableForms: ZaurusEditor.java: org.hsqldb.util Diff:38
put: HashMappedList.java: org.hsqldb.lib Diff:2
addRow: GridSwing.java: org.hsqldb.util Diff:3
addMenuItems: DatabaseManagerSwing.java: org.hsqldb.util Diff:17
newRow: Row.java: org.hsqldb Diff:2
readScript: Log.java: org.hsqldb Diff:8
checkDropIndex: Table.java: org.hsqldb Diff:53
connect: Database.java: org.hsqldb Diff:13
supportsAlterTableWithDropColumn: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
savepoint: Session.java: org.hsqldb Diff:18
showUsage: DatabaseManagerSwing.java: org.hsqldb.util Diff:11
disablePKFields: ZaurusTableForm.java: org.hsqldb.util Diff:38
windowDeiconified: Transfer.java: org.hsqldb.util Diff:55
actionPerformed: ConnectionDialog.java: org.hsqldb.util Diff:40
processCheckpoint: DatabaseCommandInterpreter.java: org.hsqldb Diff:461
sqlCompileStatement: Session.java: org.hsqldb Diff:40
getShort: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getDatabaseObject: DatabaseManager.java: org.hsqldb Diff:10
logConnectUser: Logger.java: org.hsqldb Diff:6
getCachePath: DITableInfo.java: org.hsqldb Diff:9
sqlExecute: Session.java: org.hsqldb Diff:49
restart: HsqlTimer.java: org.hsqldb.lib Diff:3
getMaxScale: DITypeInfo.java: org.hsqldb Diff:6
getTableIndex: ZaurusEditor.java: org.hsqldb.util Diff:28
identity: Library.java: org.hsqldb Diff:29
readExistingData: ScriptReaderBinary.java: org.hsqldb.scriptio Diff:3
writeNull: RowOutputTextLog.java: org.hsqldb.rowio Diff:31
keyPressed: DatabaseManagerSwing.java: org.hsqldb.util Diff:17
SYSTEM_CHECK_COLUMN_USAGE: DatabaseInformationFull.java: org.hsqldb Diff:541
rTrimSize: StringUtil.java: org.hsqldb.lib Diff:33
processFile: CodeSwitcher.java: org.hsqldb.util Diff:10
writeSmallint: RowOutputTextLog.java: org.hsqldb.rowio Diff:8
getTimer: DatabaseManager.java: org.hsqldb Diff:66
readInteger: RowInputBase.java: org.hsqldb.rowio Diff:2
setup: TriggerSample.java: org.hsqldb.sample Diff:27
getSession: HSQLClientConnection.java: org.hsqldb Diff:1
setAsView: Parser.java: org.hsqldb Diff:133
nullPlusNonNullIsNull: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeSequenceStatement: Logger.java: org.hsqldb Diff:4
getCurrentThis: Tokenizer.java: org.hsqldb Diff:7
supportsCatalogsInProcedureCalls: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setTypeSub: DITypeInfo.java: org.hsqldb Diff:45
printHelp: ScriptTool.java: org.hsqldb.util Diff:26
initBuffers: Cache.java: org.hsqldb Diff:8
getCstMapClsName: DITypeInfo.java: org.hsqldb Diff:1
readType: RowInputBase.java: org.hsqldb.rowio Diff:2
addError: HsqlProperties.java: org.hsqldb Diff:5
checkRange: jdbcParameterMetaData.java: org.hsqldb.jdbc Diff:1
getMethodSpecificName: DINameSpace.java: org.hsqldb Diff:24
setIntParameter: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
getData: Row.java: org.hsqldb Diff:2
setDataReadOnly: TextTable.java: org.hsqldb Diff:13
translateAddressProperty: ServerConfiguration.java: org.hsqldb Diff:28
getScript: QueryTool.java: org.hsqldb.util Diff:42
makeNode: DatabaseManagerSwing.java: org.hsqldb.util Diff:120
checkReferencedRows: Constraint.java: org.hsqldb Diff:27
printHelp: ShutdownServer.java: org.hsqldb.util Diff:12
acceptsURL: jdbcDriver.java: org.hsqldb Diff:4
getClob: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getSchemas: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:4
writeHex: StringConverter.java: org.hsqldb.lib Diff:3
checkTableIsReferenced: Database.java: org.hsqldb Diff:58
getProcedures: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:8
SYSTEM_VIEWS: DatabaseInformationFull.java: org.hsqldb Diff:451
preProcess: Select.java: org.hsqldb Diff:114
isDescDataSource: TextTable.java: org.hsqldb Diff:10
find: ArrayUtil.java: org.hsqldb.lib Diff:1
actionPerformed: Transfer.java: org.hsqldb.util Diff:53
getCreateParams: DITypeInfo.java: org.hsqldb Diff:1
insert: Table.java: org.hsqldb Diff:47
releaseSavepoint: jdbcConnection.java: org.hsqldb.jdbc Diff:5
getMaxStatementLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
hasChanged: CachedRow.java: org.hsqldb Diff:2
isCompare: Expression.java: org.hsqldb Diff:139
processSavepoint: DatabaseCommandInterpreter.java: org.hsqldb Diff:448
clearUpdateLists: Table.java: org.hsqldb Diff:102
getDataSource: DatabaseScript.java: org.hsqldb Diff:239
getTypeSub: DITypeInfo.java: org.hsqldb Diff:44
newRowOutput: RowOutputBase.java: org.hsqldb.rowio Diff:1
getSchemaTerm: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
isCatalogAtStart: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
isReadOnlyConnection: Library.java: org.hsqldb Diff:29
position: jdbcBlob.java: org.hsqldb.jdbc Diff:2
getStackTrace: Trace.java: org.hsqldb Diff:24
write: Result.java: org.hsqldb Diff:22
SchemaToSelect: Transfer.java: org.hsqldb.util Diff:11
getColScopeSchem: DITableInfo.java: org.hsqldb Diff:53
sqlExecuteBatchDirect: Session.java: org.hsqldb Diff:45
collectAllColumnNames: Expression.java: org.hsqldb Diff:176
createConnection: ConnectionDialogSwing.java: org.hsqldb.util Diff:1
getHead: WebServerConnection.java: org.hsqldb Diff:66
moveData: Table.java: org.hsqldb Diff:50
checkRange: HashMappedList.java: org.hsqldb.lib Diff:1
insertNoChange: Table.java: org.hsqldb Diff:35
enlargeBuffer: NIOScaledRAFile.java: org.hsqldb Diff:8
getDefaultExpression: Column.java: org.hsqldb Diff:2
getConnection: jdbcDriver.java: org.hsqldb Diff:3
loadPrefs: TransferCommon.java: org.hsqldb.util Diff:10
isReadOnly: HSQLClientConnection.java: org.hsqldb Diff:4
keyTyped: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
closeConnection: HSQLClientConnection.java: org.hsqldb Diff:3
closeTextCache: Log.java: org.hsqldb Diff:36
convertFromType: TransferHelper.java: org.hsqldb.util Diff:1
hashCode: CachedRow.java: org.hsqldb Diff:5
getSqlDataType: DITypeInfo.java: org.hsqldb Diff:43
getUsers: UserManager.java: org.hsqldb Diff:17
getLocalName: DITypeInfo.java: org.hsqldb Diff:3
isDatetimeType: Types.java: org.hsqldb Diff:11
setConditions: TableFilter.java: org.hsqldb Diff:7
collectColumnName: Expression.java: org.hsqldb Diff:179
keySet: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:7
translateSep: TextCache.java: org.hsqldb Diff:22
insertNewRow: ZaurusTableForm.java: org.hsqldb.util Diff:8
dropTempTables: Database.java: org.hsqldb Diff:36
writeTime: RowOutputBinary.java: org.hsqldb.rowio Diff:27
first: Index.java: org.hsqldb Diff:54
putData: TransferSQLText.java: org.hsqldb.util Diff:12
setWaiting: DatabaseManagerSwing.java: org.hsqldb.util Diff:59
processCreateTrigger: DatabaseCommandInterpreter.java: org.hsqldb Diff:94
supportsMultipleResultSets: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getSysTableID: DatabaseInformation.java: org.hsqldb Diff:1
get: IntValueHashMap.java: org.hsqldb.lib Diff:6
writeTime: RowOutputText.java: org.hsqldb.rowio Diff:8
actionPerformed: ConnectionDialogSwing.java: org.hsqldb.util Diff:57
setContent: ZaurusChoice.java: org.hsqldb.util Diff:2
error: Trace.java: org.hsqldb Diff:12
stdprint: SqlFile.java: org.hsqldb.util Diff:107
writeExistingData: ScriptWriterBase.java: org.hsqldb.scriptio Diff:8
extractTableStructure: TransferTable.java: org.hsqldb.util Diff:1
writeDeleteStatement: ScriptWriterText.java: org.hsqldb.scriptio Diff:41
writeString: RowOutputBase.java: org.hsqldb.rowio Diff:1
addRowToStore: Table.java: org.hsqldb Diff:122
readTableTerm: ScriptReaderBinary.java: org.hsqldb.scriptio Diff:7
setJTable: GridSwing.java: org.hsqldb.util Diff:3
finishStream: ScriptWriterZipped.java: org.hsqldb.scriptio Diff:3
eval: SqlFile.java: org.hsqldb.util Diff:143
setURL: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:18
getConstraintForColumns: Table.java: org.hsqldb Diff:8
remove: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:7
getTimeDateFunctions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setLikeOptimised: Expression.java: org.hsqldb Diff:159
setBinaryStream: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:9
timeValue: HsqlDateTime.java: org.hsqldb Diff:9
wasIdentifier: Tokenizer.java: org.hsqldb Diff:8
processSelectInto: DatabaseCommandInterpreter.java: org.hsqldb Diff:621
getMaxCharLiteralLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getAllTables: ZaurusEditor.java: org.hsqldb.util Diff:25
setEditable: ZaurusChoice.java: org.hsqldb.util Diff:2
isSetPropertyAllowed: HsqlDatabaseProperties.java: org.hsqldb Diff:20
seek: NIOScaledRAFile.java: org.hsqldb Diff:9
wasValue: Tokenizer.java: org.hsqldb Diff:6
nativeSQL: jdbcConnection.java: org.hsqldb.jdbc Diff:8
restart: HsqlTaskQueue.java: org.hsqldb.lib Diff:1
getHead: GridSwing.java: org.hsqldb.util Diff:2
check: Trace.java: org.hsqldb Diff:23
getDate: ValuePool.java: org.hsqldb.store Diff:7
findValue: ZaurusChoice.java: org.hsqldb.util Diff:4
isParam: Expression.java: org.hsqldb Diff:135
subtract: Column.java: org.hsqldb Diff:19
windowIconified: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
getValueClassName: Expression.java: org.hsqldb Diff:138
main: JDBCBench.java: org.hsqldb.test Diff:36
stdprint: SqlFile.java: org.hsqldb.util Diff:116
getClassCode: ArrayUtil.java: org.hsqldb.lib Diff:1
getMaxScaleAct: DITypeInfo.java: org.hsqldb Diff:6
getArgCount: Function.java: org.hsqldb Diff:13
getMaxCursorNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
connect: JDBCBench.java: org.hsqldb.test Diff:147
parseOpenBrackets: Parser.java: org.hsqldb Diff:155
getSize: RowInputBase.java: org.hsqldb.rowio Diff:2
wasQuotedIdentifier: Tokenizer.java: org.hsqldb Diff:6
execute: HsqlTaskQueue.java: org.hsqldb.lib Diff:1
convertToInt: Column.java: org.hsqldb Diff:99
position: jdbcClob.java: org.hsqldb.jdbc Diff:1
removeSession: SessionManager.java: org.hsqldb Diff:9
getObject: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
supportsOpenCursorsAcrossRollback: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
windowOpened: DatabaseManager.java: org.hsqldb.util Diff:61
run: Server.java: org.hsqldb Diff:7
getDLL: Function.java: org.hsqldb Diff:34
isColStClsSupported: DITypeInfo.java: org.hsqldb Diff:43
get: IntValueHashMap.java: org.hsqldb.lib Diff:2
writeCommit: Log.java: org.hsqldb Diff:24
getOrAddObject: ValuePoolHashMap.java: org.hsqldb.store Diff:38
getPath: Database.java: org.hsqldb Diff:10
SYSTEM_SUPERTABLES: DatabaseInformationFull.java: org.hsqldb Diff:249
openDatabases: Server.java: org.hsqldb Diff:31
executeQuery: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
setStatementType: Result.java: org.hsqldb Diff:24
getData: DiskNode.java: org.hsqldb Diff:2
getColIndex: ZaurusTableForm.java: org.hsqldb.util Diff:78
writeFieldPrefix: RowOutputBase.java: org.hsqldb.rowio Diff:1
getOrAddDouble: ValuePoolHashMap.java: org.hsqldb.store Diff:31
compileSelectStatement: Parser.java: org.hsqldb Diff:148
getNextPos: RowInputBase.java: org.hsqldb.rowio Diff:2
lockImpl: NIOLockFile.java: org.hsqldb Diff:7
readChar: RowInputBase.java: org.hsqldb.rowio Diff:2
delete: Row.java: org.hsqldb Diff:2
addColumns: Table.java: org.hsqldb Diff:18
writeTranslatePointer: DiskNode.java: org.hsqldb Diff:5
execute: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
scheduleAfter: HsqlTimer.java: org.hsqldb.lib Diff:1
write: HTTPClientConnection.java: org.hsqldb Diff:5
read: Result.java: org.hsqldb Diff:24
supportsOuterJoins: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
clearContent: ZaurusChoice.java: org.hsqldb.util Diff:3
getBigDecimal: ValuePool.java: org.hsqldb.store Diff:8
printSystemOut: Trace.java: org.hsqldb Diff:22
getMinScale: DITypeInfo.java: org.hsqldb Diff:8
writeDate: RowOutputTextLog.java: org.hsqldb.rowio Diff:24
setBytes: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:5
newRowInput: RowInputBase.java: org.hsqldb.rowio Diff:1
processGet: WebServerConnection.java: org.hsqldb Diff:52
getColIndex: ZaurusTableForm.java: org.hsqldb.util Diff:85
sqlException: jdbcUtil.java: org.hsqldb.jdbc Diff:9
makeRow: TextCache.java: org.hsqldb Diff:79
addRow: GroupedResult.java: org.hsqldb Diff:10
writeFieldType: RowOutputTextLog.java: org.hsqldb.rowio Diff:45
isEquivalent: Constraint.java: org.hsqldb Diff:12
getDouble: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
writeFieldPrefix: RowOutputTextLog.java: org.hsqldb.rowio Diff:1
get: IntKeyIntValueHashMap.java: org.hsqldb.lib Diff:1
newRow: Row.java: org.hsqldb Diff:2
isUnsignedAttribute: Types.java: org.hsqldb Diff:11
filePathToKey: DatabaseManager.java: org.hsqldb Diff:69
supportsMixedCaseIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
containsValue: IntValueHashMap.java: org.hsqldb.lib Diff:10
getDataSource: DITableInfo.java: org.hsqldb Diff:67
itemStateChanged: ZaurusConnectionDialog.java: org.hsqldb.util Diff:31
writeDataTerm: ScriptWriterText.java: org.hsqldb.scriptio Diff:14
readLoggedStatement: ScriptReaderText.java: org.hsqldb.scriptio Diff:7
remove: Cache.java: org.hsqldb Diff:1
addCondition: Parser.java: org.hsqldb Diff:163
addJoinCondition: Parser.java: org.hsqldb Diff:164
toStringImpl: NIOLockFile.java: org.hsqldb Diff:12
remove: IntValueHashMap.java: org.hsqldb.lib Diff:10
renameTableInCheckConstraints: Table.java: org.hsqldb Diff:32
insert: CachedRow.java: org.hsqldb Diff:5
setDescending: Expression.java: org.hsqldb Diff:164
listVisibleUsers: UserManager.java: org.hsqldb Diff:29
isStdMapClsSupported: DITypeInfo.java: org.hsqldb Diff:43
unicodeToHexString: StringConverter.java: org.hsqldb.lib Diff:2
getHelper: HelperFactory.java: org.hsqldb.util Diff:2
getString: Tokenizer.java: org.hsqldb Diff:5
writeInteger: RowOutputText.java: org.hsqldb.rowio Diff:8
commit: jdbcConnection.java: org.hsqldb.jdbc Diff:7
setCatalog: TransferDb.java: org.hsqldb.util Diff:10
close: Log.java: org.hsqldb Diff:14
setInt: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:11
setFilePos: DataFileCache.java: org.hsqldb Diff:36
synchLogForce: Logger.java: org.hsqldb Diff:4
bind: Expression.java: org.hsqldb Diff:135
write: Result.java: org.hsqldb Diff:8
checkSetParameterIndex: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:22
loadRecentConnectionSettings: ConnectionDialogCommon.java: org.hsqldb.util Diff:10
hasView: View.java: org.hsqldb Diff:15
getUpdatedRow: Row.java: org.hsqldb Diff:2
getUserName: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:1
toString: Function.java: org.hsqldb Diff:43
sqlPrepare: Session.java: org.hsqldb Diff:39
getPart: Tokenizer.java: org.hsqldb Diff:11
processConnect: DatabaseCommandInterpreter.java: org.hsqldb Diff:355
getMaxRowSize: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeNodes: CachedRow.java: org.hsqldb Diff:5
create: ConnectionDialogSwing.java: org.hsqldb.util Diff:54
openLog: Log.java: org.hsqldb Diff:33
transferAlter: TransferTable.java: org.hsqldb.util Diff:97
grant: User.java: org.hsqldb Diff:2
setCondition: TableFilter.java: org.hsqldb Diff:10
equals: Expression.java: org.hsqldb Diff:187
isSupportedAsPCol: DITypeInfo.java: org.hsqldb Diff:42
SYSTEM_PROPERTIES: DatabaseInformationFull.java: org.hsqldb Diff:211
size: ScriptWriterBase.java: org.hsqldb.scriptio Diff:3
getColumnCount: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:6
removeLookup: BaseHashMap.java: org.hsqldb.store Diff:2
getDatabaseProductVersion: Library.java: org.hsqldb Diff:29
setObject: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:10
endDataTransfer: PostgresTransferHelper.java: org.hsqldb.util Diff:19
getField: RowInputTextQuoted.java: org.hsqldb.rowio Diff:8
processColumnList: DatabaseCommandInterpreter.java: org.hsqldb Diff:57
getDateString: HsqlDateTime.java: org.hsqldb Diff:7
fixupColumnDefWrite: HsqldbTransferHelper.java: org.hsqldb.util Diff:1
getDITypeSub: Column.java: org.hsqldb Diff:2
getColumnDef: TransferSQLText.java: org.hsqldb.util Diff:40
put: IntValueHashMap.java: org.hsqldb.lib Diff:8
writeEnd: RowOutputText.java: org.hsqldb.rowio Diff:8
getLiteralPrefix: DITypeInfo.java: org.hsqldb Diff:3
supportsMixedCaseQuotedIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
setNextPos: RowInputText.java: org.hsqldb.rowio Diff:21
getSystemTable: DatabaseInformationMain.java: org.hsqldb Diff:2
removeOwner: DatabaseObjectNames.java: org.hsqldb Diff:12
processRollback: DatabaseCommandInterpreter.java: org.hsqldb Diff:444
getBalance: Node.java: org.hsqldb Diff:3
getDriverMinorVersion: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
fixupColumnDefRead: OracleTransferHelper.java: org.hsqldb.util Diff:23
showAktRow: ZaurusTableForm.java: org.hsqldb.util Diff:99
getIndexColDirection: DITableInfo.java: org.hsqldb Diff:69
execute: HSQLClientConnection.java: org.hsqldb Diff:3
getNormalisedTime: HsqlDateTime.java: org.hsqldb Diff:5
writeSmallint: RowOutputBase.java: org.hsqldb.rowio Diff:1
toArray: HashSet.java: org.hsqldb.lib Diff:8
findFkRef: Constraint.java: org.hsqldb Diff:21
setDataChanged: CachedRow.java: org.hsqldb Diff:2
refreshTree: ZaurusDatabaseManager.java: org.hsqldb.util Diff:131
negate: Column.java: org.hsqldb Diff:8
supportsOpenStatementsAcrossCommit: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
fixupColumnDefRead: PostgresTransferHelper.java: org.hsqldb.util Diff:8
supportsDataDefinitionAndDataManipulationTransactions: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getTime: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
supportsSchemasInProcedureCalls: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
isAdmin: User.java: org.hsqldb Diff:4
listLocalInetAddressNames: ServerConfiguration.java: org.hsqldb Diff:14
SYSTEM_COLUMNS: DatabaseInformationMain.java: org.hsqldb Diff:14
setArgs: ExecHarness.java: org.hsqldb.test Diff:11
addAll: HashSet.java: org.hsqldb.lib Diff:3
getVisibleColumns: Index.java: org.hsqldb Diff:1
getCatalog: TransferDb.java: org.hsqldb.util Diff:9
main: SqlToolSprayer.java: org.hsqldb.util Diff:22
setParent: DiskNode.java: org.hsqldb Diff:5
enforceFieldValueLimits: Table.java: org.hsqldb Diff:41
appendParms: CompiledStatement.java: org.hsqldb Diff:66
getData: TransferSQLText.java: org.hsqldb.util Diff:74
writeTableInit: ScriptWriterBinary.java: org.hsqldb.scriptio Diff:14
write: HSQLClientConnection.java: org.hsqldb Diff:2
writeReal: RowOutputBase.java: org.hsqldb.rowio Diff:1
getColCharOctLen: DITableInfo.java: org.hsqldb Diff:18
test: Expression.java: org.hsqldb Diff:123
getMaxDisplaySize: Types.java: org.hsqldb Diff:11
getReturnType: Function.java: org.hsqldb Diff:12
